Age,Job_Title,Marital_Status,Education,Balance,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Sub_Num,y
53,management,married,secondary,66,,1,66,3,1,2,312,2.0,Lost,0,no
55,blue-collar,married,primary,137,,1,137,3,1,2,312,2.0,Lost,0,no
59,services,divorced,secondary,136,,1,136,3,1,2,312,2.0,Lost,0,no
60,retired,married,primary,280,,1,280,3,1,3,313,2.3333333333333335,Need Attention,0,no
44,technician,divorced,secondary,26,,1,26,3,1,2,312,2.0,Lost,0,no
59,retired,married,primary,468,,1,468,3,1,3,313,2.3333333333333335,Need Attention,0,no
27,admin.,single,secondary,13,,1,13,3,1,1,311,1.6666666666666667,Lost,0,no
44,management,married,secondary,438,,1,438,3,1,3,313,2.3333333333333335,Need Attention,0,no
33,management,single,tertiary,191,,1,191,3,1,2,312,2.0,Lost,0,no
43,retired,single,primary,140,,1,140,3,1,2,312,2.0,Lost,0,no
57,technician,married,secondary,323,,1,323,3,1,3,313,2.3333333333333335,Need Attention,0,no
52,blue-collar,divorced,primary,98,,1,98,3,1,2,312,2.0,Lost,0,no
48,blue-collar,married,primary,51,,1,51,3,1,2,312,2.0,Lost,0,no
29,admin.,single,secondary,1,,1,1,3,1,1,311,1.6666666666666667,Lost,0,no
59,management,married,secondary,32,,1,32,3,1,2,312,2.0,Lost,0,no
47,blue-collar,married,secondary,182,,1,182,3,1,2,312,2.0,Lost,1,yes
49,housemaid,married,primary,78,,1,78,3,1,2,312,2.0,Lost,0,no
25,unemployed,married,tertiary,118,,1,118,3,1,2,312,2.0,Lost,0,no
57,housemaid,married,secondary,158,,1,158,3,1,2,312,2.0,Lost,0,no
56,retired,married,tertiary,89,,1,89,3,1,2,312,2.0,Lost,0,no
27,blue-collar,single,secondary,87,,1,87,3,1,2,312,2.0,Lost,0,no
27,student,single,secondary,106,,1,106,3,1,2,312,2.0,Lost,0,no
41,blue-collar,married,primary,372,,1,372,3,1,3,313,2.3333333333333335,Need Attention,0,no
57,services,married,primary,443,,1,443,3,1,3,313,2.3333333333333335,Need Attention,0,no
56,retired,divorced,secondary,212,,1,212,3,1,2,312,2.0,Lost,0,no
32,blue-collar,divorced,primary,174,,1,174,3,1,2,312,2.0,Lost,0,no
31,student,single,tertiary,117,,1,117,3,1,2,312,2.0,Lost,0,no
28,admin.,single,secondary,305,,1,305,3,1,3,313,2.3333333333333335,Need Attention,0,no
56,services,married,primary,486,,1,486,3,1,3,313,2.3333333333333335,Need Attention,1,yes
53,technician,married,secondary,237,,1,237,3,1,2,312,2.0,Lost,0,no
46,housemaid,married,primary,19,,1,19,3,1,1,311,1.6666666666666667,Lost,0,no
56,blue-collar,married,secondary,345,,1,345,3,1,3,313,2.3333333333333335,Need Attention,0,no
57,technician,married,secondary,272,,1,272,3,1,2,312,2.0,Lost,0,no
27,blue-collar,married,secondary,197,,1,197,3,1,2,312,2.0,Lost,0,no
53,management,married,tertiary,267,,1,267,3,1,2,312,2.0,Lost,0,no
57,retired,married,primary,65,,1,65,3,1,2,312,2.0,Lost,0,no
34,technician,married,tertiary,4,,1,4,3,1,1,311,1.6666666666666667,Lost,0,no
33,management,married,tertiary,7,,1,7,3,1,1,311,1.6666666666666667,Lost,0,no
25,services,single,secondary,368,,1,368,3,1,3,313,2.3333333333333335,Need Attention,0,no
39,housemaid,married,secondary,42,,1,42,3,1,2,312,2.0,Lost,0,no
44,services,married,secondary,483,,1,483,3,1,3,313,2.3333333333333335,Need Attention,0,no
57,management,divorced,secondary,23,,1,23,3,1,2,312,2.0,Lost,0,no
43,technician,single,secondary,34,,1,34,3,1,2,312,2.0,Lost,0,no
59,admin.,married,secondary,205,,1,205,3,1,2,312,2.0,Lost,0,no
39,technician,single,tertiary,139,,1,139,3,1,2,312,2.0,Lost,0,no
47,unknown,single,unknown,172,,1,172,3,1,2,312,2.0,Lost,0,no
53,admin.,married,secondary,109,,1,109,3,1,2,312,2.0,Lost,1,yes
50,entrepreneur,married,secondary,78,,1,78,3,1,2,312,2.0,Lost,0,no
50,management,married,secondary,309,,1,309,3,1,3,313,2.3333333333333335,Need Attention,0,no
55,management,married,tertiary,86,,1,86,3,1,2,312,2.0,Lost,0,no
75,retired,married,secondary,468,,1,468,3,1,3,313,2.3333333333333335,Need Attention,0,no
68,retired,divorced,primary,476,,1,476,3,1,3,313,2.3333333333333335,Need Attention,1,yes
32,blue-collar,married,secondary,14,,1,14,3,1,1,311,1.6666666666666667,Lost,0,no
32,management,single,secondary,249,,1,249,3,1,2,312,2.0,Lost,0,no
31,blue-collar,married,secondary,191,,1,191,3,1,2,312,2.0,Lost,0,no
32,entrepreneur,married,primary,56,,1,56,3,1,2,312,2.0,Lost,0,no
31,unemployed,single,secondary,8,,1,8,3,1,1,311,1.6666666666666667,Lost,0,no
33,blue-collar,single,secondary,231,,1,231,3,1,2,312,2.0,Lost,0,no
30,blue-collar,married,primary,4,,1,4,3,1,1,311,1.6666666666666667,Lost,0,no
33,blue-collar,married,secondary,395,,1,395,3,1,3,313,2.3333333333333335,Need Attention,0,no
33,management,divorced,tertiary,166,,1,166,3,1,2,312,2.0,Lost,0,no
31,technician,married,tertiary,15,,1,15,3,1,1,311,1.6666666666666667,Lost,0,no
34,self-employed,single,tertiary,72,,1,72,3,1,2,312,2.0,Lost,0,no
32,blue-collar,married,secondary,35,,1,35,3,1,2,312,2.0,Lost,0,no
30,blue-collar,married,secondary,194,,1,194,3,1,2,312,2.0,Lost,0,no
32,blue-collar,married,primary,2,,1,2,3,1,1,311,1.6666666666666667,Lost,0,no
58,management,married,tertiary,107,,1,107,3,1,2,312,2.0,Lost,0,no
25,admin.,single,secondary,120,,1,120,3,1,2,312,2.0,Lost,0,no
30,technician,married,secondary,418,,1,418,3,1,3,313,2.3333333333333335,Need Attention,0,no
27,management,single,tertiary,450,,1,450,3,1,3,313,2.3333333333333335,Need Attention,0,no
26,admin.,single,secondary,317,,1,317,3,1,3,313,2.3333333333333335,Need Attention,0,no
27,blue-collar,single,secondary,446,,1,446,3,1,3,313,2.3333333333333335,Need Attention,0,no
25,admin.,single,tertiary,407,,1,407,3,1,3,313,2.3333333333333335,Need Attention,0,no
30,services,married,secondary,227,,1,227,3,1,2,312,2.0,Lost,0,no
33,services,married,secondary,334,,1,334,3,1,3,313,2.3333333333333335,Need Attention,0,no
30,management,single,tertiary,218,,1,218,3,1,2,312,2.0,Lost,0,no
30,blue-collar,married,primary,346,,1,346,3,1,3,313,2.3333333333333335,Need Attention,0,no
24,admin.,single,secondary,66,,1,66,3,1,2,312,2.0,Lost,0,no
28,blue-collar,married,secondary,269,,1,269,3,1,2,312,2.0,Lost,0,no
28,blue-collar,married,secondary,217,,1,217,3,1,2,312,2.0,Lost,0,no
26,services,single,secondary,76,,1,76,3,1,2,312,2.0,Lost,0,no
29,housemaid,married,secondary,243,,1,243,3,1,2,312,2.0,Lost,0,no
23,services,single,secondary,425,,1,425,3,1,3,313,2.3333333333333335,Need Attention,1,yes
32,blue-collar,married,secondary,478,,1,478,3,1,3,313,2.3333333333333335,Need Attention,0,no
25,management,married,primary,168,,1,168,3,1,2,312,2.0,Lost,1,yes
33,unemployed,single,unknown,170,,1,170,3,1,2,312,2.0,Lost,0,no
27,blue-collar,married,primary,60,,1,60,3,1,2,312,2.0,Lost,0,no
27,student,single,secondary,298,,1,298,3,1,3,313,2.3333333333333335,Need Attention,0,no
23,blue-collar,single,primary,145,,1,145,3,1,2,312,2.0,Lost,0,no
29,blue-collar,married,secondary,296,,1,296,3,1,3,313,2.3333333333333335,Need Attention,0,no
26,blue-collar,single,unknown,477,,1,477,3,1,3,313,2.3333333333333335,Need Attention,0,no
25,blue-collar,single,secondary,330,,1,330,3,1,3,313,2.3333333333333335,Need Attention,0,no
23,blue-collar,single,secondary,492,,1,492,3,1,3,313,2.3333333333333335,Need Attention,1,yes
22,student,single,secondary,111,,1,111,3,1,2,312,2.0,Lost,0,no
29,blue-collar,single,secondary,353,,1,353,3,1,3,313,2.3333333333333335,Need Attention,0,no
24,blue-collar,single,secondary,476,,1,476,3,1,3,313,2.3333333333333335,Need Attention,0,no
25,management,single,tertiary,493,,1,493,3,1,3,313,2.3333333333333335,Need Attention,0,no
27,admin.,divorced,secondary,76,,1,76,3,1,2,312,2.0,Lost,0,no
28,management,single,tertiary,191,,1,191,3,1,2,312,2.0,Lost,0,no
29,services,single,secondary,32,,1,32,3,1,2,312,2.0,Lost,1,yes
60,housemaid,divorced,secondary,387,,1,387,3,1,3,313,2.3333333333333335,Need Attention,0,no
30,technician,married,tertiary,88,,1,88,3,1,2,312,2.0,Lost,0,no
32,technician,divorced,secondary,273,,1,273,3,1,3,313,2.3333333333333335,Need Attention,0,no
27,blue-collar,married,secondary,373,,1,373,3,1,3,313,2.3333333333333335,Need Attention,0,no
31,admin.,married,secondary,454,,1,454,3,1,3,313,2.3333333333333335,Need Attention,0,no
32,blue-collar,single,secondary,255,,1,255,3,1,2,312,2.0,Lost,0,no
56,technician,married,secondary,62,,1,62,3,1,2,312,2.0,Lost,0,no
59,retired,married,secondary,56,,1,56,3,1,2,312,2.0,Lost,0,no
57,technician,married,primary,67,,1,67,3,1,2,312,2.0,Lost,0,no
60,housemaid,married,tertiary,443,,1,443,3,1,3,313,2.3333333333333335,Need Attention,0,no
56,management,divorced,tertiary,41,,1,41,3,1,2,312,2.0,Lost,0,no
58,retired,divorced,secondary,219,,1,219,3,1,2,312,2.0,Lost,0,no
57,blue-collar,married,primary,60,,1,60,3,1,2,312,2.0,Lost,0,no
56,blue-collar,married,primary,206,,1,206,3,1,2,312,2.0,Lost,0,no
59,blue-collar,married,unknown,139,,1,139,3,1,2,312,2.0,Lost,0,no
60,blue-collar,married,secondary,71,,1,71,3,1,2,312,2.0,Lost,0,no
56,services,married,primary,444,,1,444,3,1,3,313,2.3333333333333335,Need Attention,0,no
60,housemaid,married,primary,161,,1,161,3,1,2,312,2.0,Lost,0,no
59,retired,married,secondary,444,,1,444,3,1,3,313,2.3333333333333335,Need Attention,0,no
59,retired,divorced,primary,40,,1,40,3,1,2,312,2.0,Lost,0,no
60,management,married,secondary,130,,1,130,3,1,2,312,2.0,Lost,0,no
59,housemaid,married,secondary,345,,1,345,3,1,3,313,2.3333333333333335,Need Attention,0,no
58,housemaid,married,primary,258,,1,258,3,1,2,312,2.0,Lost,0,no
58,management,divorced,tertiary,5,,1,5,3,1,1,311,1.6666666666666667,Lost,0,no
58,housemaid,married,primary,422,,1,422,3,1,3,313,2.3333333333333335,Need Attention,0,no
57,housemaid,married,primary,473,,1,473,3,1,3,313,2.3333333333333335,Need Attention,0,no
56,services,divorced,secondary,450,,1,450,3,1,3,313,2.3333333333333335,Need Attention,0,no
60,services,divorced,secondary,47,,1,47,3,1,2,312,2.0,Lost,0,no
57,housemaid,married,primary,58,,1,58,3,1,2,312,2.0,Lost,0,no
57,housemaid,divorced,primary,395,,1,395,3,1,3,313,2.3333333333333335,Need Attention,0,no
57,services,divorced,primary,362,,1,362,3,1,3,313,2.3333333333333335,Need Attention,0,no
58,technician,married,primary,139,,1,139,3,1,2,312,2.0,Lost,0,no
55,blue-collar,divorced,primary,215,,1,215,3,1,2,312,2.0,Lost,0,no
57,blue-collar,married,unknown,108,,1,108,3,1,2,312,2.0,Lost,0,no
55,entrepreneur,married,secondary,113,,1,113,3,1,2,312,2.0,Lost,0,no
55,entrepreneur,married,primary,214,,1,214,3,1,2,312,2.0,Lost,0,no
57,services,married,secondary,197,,1,197,3,1,2,312,2.0,Lost,0,no
55,entrepreneur,divorced,primary,29,,1,29,3,1,2,312,2.0,Lost,0,no
58,entrepreneur,married,secondary,2,,1,2,3,1,1,311,1.6666666666666667,Lost,0,no
61,retired,married,secondary,296,,1,296,3,1,3,313,2.3333333333333335,Need Attention,0,no
56,retired,divorced,secondary,4,,1,4,3,1,1,311,1.6666666666666667,Lost,0,no
58,blue-collar,married,primary,73,,1,73,3,1,2,312,2.0,Lost,0,no
55,self-employed,married,secondary,39,,1,39,3,1,2,312,2.0,Lost,0,no
56,management,divorced,secondary,278,,1,278,3,1,3,313,2.3333333333333335,Need Attention,0,no
55,retired,married,secondary,31,,1,31,3,1,2,312,2.0,Lost,0,no
61,entrepreneur,divorced,secondary,369,,1,369,3,1,3,313,2.3333333333333335,Need Attention,0,no
58,unknown,married,unknown,219,,1,219,3,1,2,312,2.0,Lost,0,no
58,retired,divorced,primary,97,,1,97,3,1,2,312,2.0,Lost,0,no
60,retired,married,primary,3,,1,3,3,1,1,311,1.6666666666666667,Lost,0,no
59,admin.,married,secondary,479,,1,479,3,1,3,313,2.3333333333333335,Need Attention,0,no
55,entrepreneur,married,primary,38,,1,38,3,1,2,312,2.0,Lost,0,no
55,services,married,secondary,477,,1,477,3,1,3,313,2.3333333333333335,Need Attention,0,no
59,retired,married,primary,143,,1,143,3,1,2,312,2.0,Lost,0,no
56,unemployed,married,secondary,216,,1,216,3,1,2,312,2.0,Lost,0,no
57,unemployed,married,tertiary,209,,1,209,3,1,2,312,2.0,Lost,0,no
55,management,married,unknown,179,,1,179,3,1,2,312,2.0,Lost,0,no
55,technician,married,primary,202,,1,202,3,1,2,312,2.0,Lost,0,no
28,blue-collar,married,primary,182,,1,182,3,1,2,312,2.0,Lost,0,no
23,admin.,married,secondary,299,,1,299,3,1,3,313,2.3333333333333335,Need Attention,0,no
27,blue-collar,married,secondary,61,,1,61,3,1,2,312,2.0,Lost,1,yes
56,entrepreneur,divorced,primary,3,,1,3,3,1,1,311,1.6666666666666667,Lost,0,no
59,unemployed,married,tertiary,279,,1,279,3,1,3,313,2.3333333333333335,Need Attention,0,no
57,unemployed,married,secondary,468,,1,468,3,1,3,313,2.3333333333333335,Need Attention,0,no
55,retired,married,secondary,5,,1,5,3,1,1,311,1.6666666666666667,Lost,0,no
55,housemaid,married,primary,16,,1,16,3,1,1,311,1.6666666666666667,Lost,0,no
34,technician,married,secondary,1,,1,1,3,1,1,311,1.6666666666666667,Lost,0,no
34,admin.,single,secondary,1,,1,1,3,1,1,311,1.6666666666666667,Lost,0,no
32,admin.,married,secondary,159,,1,159,3,1,2,312,2.0,Lost,0,no
30,blue-collar,married,primary,62,,1,62,3,1,2,312,2.0,Lost,0,no
32,housemaid,married,primary,7,,1,7,3,1,1,311,1.6666666666666667,Lost,0,no
57,housemaid,married,primary,85,,1,85,3,1,2,312,2.0,Lost,0,no
58,services,married,primary,65,,1,65,3,1,2,312,2.0,Lost,0,no
60,retired,divorced,primary,95,,1,95,3,1,2,312,2.0,Lost,0,no
29,admin.,single,secondary,11,,1,11,3,1,1,311,1.6666666666666667,Lost,0,no
33,unemployed,single,secondary,427,,1,427,3,1,3,313,2.3333333333333335,Need Attention,0,no
21,student,single,unknown,200,,1,200,3,1,2,312,2.0,Lost,0,no
28,blue-collar,single,secondary,75,,1,75,3,1,2,312,2.0,Lost,0,no
31,technician,single,secondary,90,,1,90,3,1,2,312,2.0,Lost,0,no
27,blue-collar,single,primary,268,,1,268,3,1,2,312,2.0,Lost,0,no
33,technician,single,tertiary,172,,1,172,3,1,2,312,2.0,Lost,0,no
34,services,divorced,secondary,44,,1,44,3,1,2,312,2.0,Lost,0,no
30,admin.,married,secondary,166,,1,166,3,1,2,312,2.0,Lost,0,no
24,technician,single,secondary,403,,1,403,3,1,3,313,2.3333333333333335,Need Attention,1,yes
24,unemployed,married,secondary,6,,1,6,3,1,1,311,1.6666666666666667,Lost,0,no
20,student,single,secondary,153,,1,153,3,1,2,312,2.0,Lost,1,yes
30,blue-collar,single,primary,185,,1,185,3,1,2,312,2.0,Lost,0,no
31,services,single,secondary,334,,1,334,3,1,3,313,2.3333333333333335,Need Attention,0,no
51,technician,divorced,secondary,1,,1,1,3,1,1,311,1.6666666666666667,Lost,0,no
45,blue-collar,single,secondary,143,,1,143,3,1,2,312,2.0,Lost,0,no
48,entrepreneur,divorced,tertiary,275,,1,275,3,1,3,313,2.3333333333333335,Need Attention,0,no
54,services,single,secondary,492,,1,492,3,1,3,313,2.3333333333333335,Need Attention,0,no
45,admin.,divorced,secondary,246,,1,246,3,1,2,312,2.0,Lost,0,no
51,retired,divorced,tertiary,126,,1,126,3,1,2,312,2.0,Lost,0,no
45,retired,divorced,primary,261,,1,261,3,1,2,312,2.0,Lost,0,no
49,management,divorced,primary,49,,1,49,3,1,2,312,2.0,Lost,0,no
46,housemaid,divorced,secondary,154,,1,154,3,1,2,312,2.0,Lost,0,no
53,management,divorced,primary,443,,1,443,3,1,3,313,2.3333333333333335,Need Attention,0,no
50,retired,single,primary,208,,1,208,3,1,2,312,2.0,Lost,0,no
45,retired,single,tertiary,212,,1,212,3,1,2,312,2.0,Lost,0,no
48,blue-collar,divorced,primary,183,,1,183,3,1,2,312,2.0,Lost,1,yes
51,admin.,single,unknown,196,,1,196,3,1,2,312,2.0,Lost,0,no
46,management,divorced,secondary,270,,1,270,3,1,2,312,2.0,Lost,0,no
45,technician,divorced,secondary,29,,1,29,3,1,2,312,2.0,Lost,0,no
45,housemaid,divorced,primary,221,,1,221,3,1,2,312,2.0,Lost,0,no
50,unknown,single,unknown,490,,1,490,3,1,3,313,2.3333333333333335,Need Attention,0,no
45,management,single,tertiary,451,,1,451,3,1,3,313,2.3333333333333335,Need Attention,0,no
51,housemaid,divorced,primary,336,,1,336,3,1,3,313,2.3333333333333335,Need Attention,0,no
53,technician,divorced,secondary,305,,1,305,3,1,3,313,2.3333333333333335,Need Attention,0,no
49,retired,divorced,primary,150,,1,150,3,1,2,312,2.0,Lost,0,no
46,management,single,tertiary,46,,1,46,3,1,2,312,2.0,Lost,0,no
51,entrepreneur,single,secondary,440,,1,440,3,1,3,313,2.3333333333333335,Need Attention,0,no
51,technician,divorced,secondary,107,,1,107,3,1,2,312,2.0,Lost,0,no
46,unknown,single,unknown,63,,1,63,3,1,2,312,2.0,Lost,0,no
46,housemaid,divorced,primary,148,,1,148,3,1,2,312,2.0,Lost,0,no
52,admin.,divorced,secondary,98,,1,98,3,1,2,312,2.0,Lost,0,no
50,technician,divorced,tertiary,261,,1,261,3,1,2,312,2.0,Lost,0,no
47,services,divorced,secondary,287,,1,287,3,1,3,313,2.3333333333333335,Need Attention,0,no
50,technician,single,tertiary,2,,1,2,3,1,1,311,1.6666666666666667,Lost,0,no
53,housemaid,married,primary,104,,1,104,3,1,2,312,2.0,Lost,1,yes
52,retired,married,unknown,293,,1,293,3,1,3,313,2.3333333333333335,Need Attention,1,yes
49,management,married,tertiary,64,,1,64,3,1,2,312,2.0,Lost,1,yes
51,retired,married,primary,67,,1,67,3,1,2,312,2.0,Lost,1,yes
46,admin.,married,secondary,126,,1,126,3,1,2,312,2.0,Lost,1,yes
54,services,married,unknown,386,,1,386,3,1,3,313,2.3333333333333335,Need Attention,1,yes
53,blue-collar,married,primary,256,,1,256,3,1,2,312,2.0,Lost,0,no
47,services,married,secondary,344,,1,344,3,1,3,313,2.3333333333333335,Need Attention,0,no
46,technician,married,secondary,231,,1,231,3,1,2,312,2.0,Lost,0,no
53,blue-collar,married,primary,358,,1,358,3,1,3,313,2.3333333333333335,Need Attention,0,no
49,blue-collar,married,primary,391,,1,391,3,1,3,313,2.3333333333333335,Need Attention,0,no
50,unemployed,married,secondary,306,,1,306,3,1,3,313,2.3333333333333335,Need Attention,0,no
47,blue-collar,married,secondary,273,,1,273,3,1,3,313,2.3333333333333335,Need Attention,0,no
49,blue-collar,married,secondary,203,,1,203,3,1,2,312,2.0,Lost,0,no
48,admin.,married,secondary,395,,1,395,3,1,3,313,2.3333333333333335,Need Attention,0,no
46,services,married,secondary,198,,1,198,3,1,2,312,2.0,Lost,0,no
54,self-employed,married,secondary,153,,1,153,3,1,2,312,2.0,Lost,0,no
46,technician,married,secondary,488,,1,488,3,1,3,313,2.3333333333333335,Need Attention,0,no
45,blue-collar,married,unknown,419,,1,419,3,1,3,313,2.3333333333333335,Need Attention,0,no
47,technician,married,secondary,89,,1,89,3,1,2,312,2.0,Lost,0,no
50,retired,married,primary,420,,1,420,3,1,3,313,2.3333333333333335,Need Attention,0,no
50,housemaid,married,secondary,34,,1,34,3,1,2,312,2.0,Lost,0,no
52,self-employed,married,secondary,9,,1,9,3,1,1,311,1.6666666666666667,Lost,0,no
48,services,married,secondary,328,,1,328,3,1,3,313,2.3333333333333335,Need Attention,0,no
53,technician,married,primary,44,,1,44,3,1,2,312,2.0,Lost,0,no
50,blue-collar,married,secondary,289,,1,289,3,1,3,313,2.3333333333333335,Need Attention,0,no
53,unknown,married,secondary,16,,1,16,3,1,1,311,1.6666666666666667,Lost,0,no
47,management,married,unknown,150,,1,150,3,1,2,312,2.0,Lost,0,no
51,self-employed,married,tertiary,150,,1,150,3,1,2,312,2.0,Lost,0,no
46,housemaid,married,primary,103,,1,103,3,1,2,312,2.0,Lost,0,no
46,housemaid,married,primary,75,,1,75,3,1,2,312,2.0,Lost,0,no
49,blue-collar,married,primary,238,,1,238,3,1,2,312,2.0,Lost,0,no
45,management,married,tertiary,409,,1,409,3,1,3,313,2.3333333333333335,Need Attention,0,no
49,entrepreneur,married,tertiary,384,,1,384,3,1,3,313,2.3333333333333335,Need Attention,0,no
54,management,married,tertiary,69,,1,69,3,1,2,312,2.0,Lost,0,no
51,unknown,married,unknown,12,,1,12,3,1,1,311,1.6666666666666667,Lost,0,no
53,technician,married,tertiary,431,,1,431,3,1,3,313,2.3333333333333335,Need Attention,0,no
45,unknown,married,primary,44,,1,44,3,1,2,312,2.0,Lost,0,no
47,blue-collar,married,secondary,303,,1,303,3,1,3,313,2.3333333333333335,Need Attention,0,no
53,retired,married,secondary,340,,1,340,3,1,3,313,2.3333333333333335,Need Attention,0,no
47,services,married,secondary,440,,1,440,3,1,3,313,2.3333333333333335,Need Attention,0,no
51,services,married,secondary,209,,1,209,3,1,2,312,2.0,Lost,0,no
54,management,married,tertiary,292,,1,292,3,1,3,313,2.3333333333333335,Need Attention,0,no
48,technician,married,unknown,74,,1,74,3,1,2,312,2.0,Lost,0,no
50,blue-collar,married,primary,260,,1,260,3,1,2,312,2.0,Lost,0,no
47,services,married,secondary,137,,1,137,3,1,2,312,2.0,Lost,0,no
48,management,married,tertiary,342,,1,342,3,1,3,313,2.3333333333333335,Need Attention,0,no
49,management,married,primary,330,,1,330,3,1,3,313,2.3333333333333335,Need Attention,0,no
53,retired,married,secondary,136,,1,136,3,1,2,312,2.0,Lost,0,no
50,housemaid,married,primary,4,,1,4,3,1,1,311,1.6666666666666667,Lost,0,no
52,blue-collar,married,secondary,167,,1,167,3,1,2,312,2.0,Lost,0,no
49,management,married,tertiary,391,,1,391,3,1,3,313,2.3333333333333335,Need Attention,0,no
46,housemaid,married,primary,17,,1,17,3,1,1,311,1.6666666666666667,Lost,0,no
47,blue-collar,married,primary,145,,1,145,3,1,2,312,2.0,Lost,0,no
51,blue-collar,married,primary,48,,1,48,3,1,2,312,2.0,Lost,0,no
45,blue-collar,married,secondary,103,,1,103,3,1,2,312,2.0,Lost,0,no
45,housemaid,married,tertiary,143,,1,143,3,1,2,312,2.0,Lost,0,no
46,technician,married,secondary,179,,1,179,3,1,2,312,2.0,Lost,0,no
47,management,married,tertiary,414,,1,414,3,1,3,313,2.3333333333333335,Need Attention,0,no
52,retired,married,primary,9,,1,9,3,1,1,311,1.6666666666666667,Lost,0,no
50,self-employed,married,secondary,306,,1,306,3,1,3,313,2.3333333333333335,Need Attention,0,no
48,entrepreneur,married,tertiary,269,,1,269,3,1,2,312,2.0,Lost,0,no
49,technician,married,secondary,148,,1,148,3,1,2,312,2.0,Lost,0,no
52,unemployed,married,primary,425,,1,425,3,1,3,313,2.3333333333333335,Need Attention,0,no
48,blue-collar,married,primary,343,,1,343,3,1,3,313,2.3333333333333335,Need Attention,0,no
45,blue-collar,married,primary,351,,1,351,3,1,3,313,2.3333333333333335,Need Attention,0,no
49,blue-collar,married,primary,98,,1,98,3,1,2,312,2.0,Lost,0,no
50,blue-collar,married,primary,59,,1,59,3,1,2,312,2.0,Lost,0,no
52,admin.,married,secondary,422,,1,422,3,1,3,313,2.3333333333333335,Need Attention,0,no
46,blue-collar,married,primary,4,,1,4,3,1,1,311,1.6666666666666667,Lost,0,no
49,housemaid,married,primary,57,,1,57,3,1,2,312,2.0,Lost,0,no
47,technician,married,secondary,80,,1,80,3,1,2,312,2.0,Lost,0,no
52,admin.,married,secondary,192,,1,192,3,1,2,312,2.0,Lost,0,no
46,technician,married,tertiary,157,,1,157,3,1,2,312,2.0,Lost,0,no
51,blue-collar,married,tertiary,84,,1,84,3,1,2,312,2.0,Lost,0,no
47,blue-collar,married,secondary,323,,1,323,3,1,3,313,2.3333333333333335,Need Attention,0,no
49,blue-collar,married,primary,230,,1,230,3,1,2,312,2.0,Lost,0,no
50,admin.,married,secondary,100,,1,100,3,1,2,312,2.0,Lost,0,no
46,blue-collar,married,primary,67,,1,67,3,1,2,312,2.0,Lost,0,no
49,housemaid,married,primary,360,,1,360,3,1,3,313,2.3333333333333335,Need Attention,0,no
39,management,married,tertiary,22,,1,22,3,1,1,311,1.6666666666666667,Lost,0,no
40,admin.,single,unknown,358,,1,358,3,1,3,313,2.3333333333333335,Need Attention,0,no
35,blue-collar,married,primary,456,,1,456,3,1,3,313,2.3333333333333335,Need Attention,0,no
36,housemaid,married,primary,191,,1,191,3,1,2,312,2.0,Lost,0,no
42,blue-collar,married,primary,187,,1,187,3,1,2,312,2.0,Lost,0,no
35,blue-collar,married,unknown,56,,1,56,3,1,2,312,2.0,Lost,0,no
42,management,divorced,tertiary,461,,1,461,3,1,3,313,2.3333333333333335,Need Attention,0,no
38,admin.,married,tertiary,342,,1,342,3,1,3,313,2.3333333333333335,Need Attention,0,no
36,blue-collar,married,primary,403,,1,403,3,1,3,313,2.3333333333333335,Need Attention,1,yes
43,unknown,single,primary,433,,1,433,3,1,3,313,2.3333333333333335,Need Attention,0,no
39,blue-collar,married,primary,295,,1,295,3,1,3,313,2.3333333333333335,Need Attention,0,no
35,blue-collar,married,primary,300,,1,300,3,1,3,313,2.3333333333333335,Need Attention,0,no
43,management,divorced,tertiary,350,,1,350,3,1,3,313,2.3333333333333335,Need Attention,0,no
35,self-employed,married,tertiary,182,,1,182,3,1,2,312,2.0,Lost,0,no
41,management,married,tertiary,5,,1,5,3,1,1,311,1.6666666666666667,Lost,0,no
43,management,married,tertiary,356,,1,356,3,1,3,313,2.3333333333333335,Need Attention,0,no
37,blue-collar,married,primary,213,,1,213,3,1,2,312,2.0,Lost,0,no
38,admin.,single,unknown,13,,1,13,3,1,1,311,1.6666666666666667,Lost,0,no
37,management,single,tertiary,240,,1,240,3,1,2,312,2.0,Lost,1,yes
35,blue-collar,single,primary,227,,1,227,3,1,2,312,2.0,Lost,0,no
44,services,married,unknown,67,,1,67,3,1,2,312,2.0,Lost,0,no
37,management,divorced,tertiary,168,,1,168,3,1,2,312,2.0,Lost,0,no
36,housemaid,married,primary,122,,1,122,3,1,2,312,2.0,Lost,0,no
37,blue-collar,married,primary,27,,1,27,3,1,2,312,2.0,Lost,0,no
39,management,divorced,unknown,401,,1,401,3,1,3,313,2.3333333333333335,Need Attention,0,no
41,entrepreneur,married,primary,406,,1,406,3,1,3,313,2.3333333333333335,Need Attention,0,no
35,self-employed,single,primary,45,,1,45,3,1,2,312,2.0,Lost,0,no
40,management,married,tertiary,406,,1,406,3,1,3,313,2.3333333333333335,Need Attention,0,no
42,management,married,tertiary,202,,1,202,3,1,2,312,2.0,Lost,0,no
37,entrepreneur,married,tertiary,342,,1,342,3,1,3,313,2.3333333333333335,Need Attention,0,no
41,housemaid,single,primary,21,,1,21,3,1,1,311,1.6666666666666667,Lost,0,no
35,management,single,tertiary,68,,1,68,3,1,2,312,2.0,Lost,1,yes
